"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Gibraltar","GIB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525.488825855101","520.79082547721","535.816812128417","486.42713616856","552.910436904485","562.183543555711","606.820567473262","590.402586348761","595.892010552653","619.483951149465","649.165529301773","718.646359211278","755.181231198564","777.723639293773","775.565041049641","",
"Gambia, The","GMB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513.092258142944","489.807410614455","489.187712144961","500.402191233347","489.238064500648","502.419980721788","501.886878150691","470.254027903266","477.933936784361","480.702645810818","456.911111757146","474.240840708389","474.890124901754","475.134772772189","538.491283211702","553.221097190298","499.533052304042","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","393.016519632955","424.121162678247","427.760914988539","378.438209068049","406.833541369886","405.545973632961","403.331190682564","398.001476336988","407.200632996372","382.743233732629","420.634143394554","485.357597478867","411.912171878109","399.099562972046","426.673234208841","466.265678183429","503.956843447394","561.365431342546","521.59971981929","528.066814345333","508.458029003853","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-544.965493615216","4518.70739878888","5089.94197687325","5534.54820366245","4763.24620403192","2503.00890203718","3453.21031736018","4270.39361718263","4894.48973448392","5214.11476714999","5463.91973129666","4711.92700756911","3927.33219631649","3723.19175422817","3223.64903130398","2784.87462230963","",
"Greece","GRC","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19106.8206882956","19501.441046634","19063.6071281828","18252.0576742823","17171.4461359033","15104.7119765723","14590.3547694037","14279.8830557859","14761.8237903098","14989.534587889","15071.4056454844","15265.6956851002","15478.8369838056","15846.7601519609","14363.0036945906","",
"Grenada","GRD","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","2452.3180970522","2532.57647345351","2663.6449807559","2654.96839482866","2668.67608404424","2852.13116707043","3168.90407644251","3154.0466967904","3149.06416796909","3118.93428767933","3032.10201186425","2854.62642690204","2690.38147230287","2607.45747789012","2519.24476099622","2520.386294508","2436.40162378137","2495.8724153978","2530.49769263287","2493.99336322711","2610.28316453682","2604.13688708683","2675.32795073986","2727.80526797234","2810.9599503981","2781.23217963793","2869.55726334327","2981.28065053522","2984.47521743107","2960.32867703536","2856.88776751996","2850.03525597672","2816.44062544773","2791.98321185346","2781.70195198208","2825.96465616222","2918.27961133411","2939.95898913327","2958.66763472303","2966.76427264398","3050.70849416292","3127.30406105191","3167.41980612459","3249.90764970743","3416.10899019291","3446.41930381531","3486.4550518808","3545.98902447916","3693.66775715929","3647.49824204545","",
"Guam","GUM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5061.02812883991","","","","","","",
"High income","HIC","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","14976.2651928982","15323.1541356042","15998.5728650861","16729.2475631848","16189.3182474011","16093.8663359645","16718.0471427697","17118.1916936747","17807.7033350363","17885.742108818","17599.7122325436","17739.1214648147","17854.2935730487","18174.5202547113","18981.0124545477","19599.7370938687","20317.8256055609","20920.7061854546","21946.7434555301","22444.867650754","22856.0039505999","22982.7685597615","23338.1053398395","23375.0574921005","24006.9730798566","24622.9881778842","25262.4251339452","26097.3242876125","26873.6927669717","27550.048907055","28331.0438883337","28546.0293023411","28902.4684559179","29183.4466616044","30027.0014854712","30682.8341710035","31449.1634251799","31762.6892982095","30904.2895662462","29807.621872385","30840.0595383406","31276.019618156","31654.6138089767","31932.1481686661","32465.1741459737","33206.2318854041","33504.0869728847","34260.6493915698","34701.6676474349","35191.1676815716","33178.0073252406","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","1361.05100851039","1399.01396293856","1442.23922476275","1343.99417932091","1324.30150461386","1534.32242772979","1710.44927994343","1709.59149912176","1666.45217811014","1618.74766484234","1439.39190661443","1255.28975572223","1282.66994354675","1405.38989432064","1456.8890356057","1517.7883332215","1565.92094611734","1581.32651603128","1527.61983642456","1452.71402639469","1415.51682681855","1432.37498855478","1575.60235160615","1584.52197394508","1622.89395089333","1574.29977602004","1607.69643264876","1654.73767941393","1631.04806185757","1679.85837760095","1663.88403851934","1657.01654198568","1657.25168870838","1674.71301881093","1722.72740999162","1765.12186358188","1851.20038655065","1836.93075372031","1819.02832035522","1782.56659389602","1873.57658319389","1859.08901188804","1819.52119903803","1860.89951109576","2009.23876735671","2045.11373266465","2140.31681893683","2093.27443353458","2113.47527211075","1976.42662341769","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619.751482280965","633.85813799155","648.841237362743","647.811779132935","654.036947497224","689.521457514297","719.483442870139","754.141711149657","756.731993563089","761.140001652087","861.366510793293","890.3263247127","862.191639024289","",
"Croatia","HRV","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5563.39336743827","6078.17954853676","6569.52841065607","6806.20509962465","6576.52488844994","6774.80465896632","7091.67128578465","7716.11434419205","8021.35630894365","8558.91685122294","9146.98137535366","9506.1757190746","10069.2170402134","10159.3269867501","9316.15036902021","9288.68737253055","9368.98462530277","9186.36346292305","9390.30366196177","9405.43422730022","9972.39511619077","10204.2390270234","10893.0209950203","11381.1715124335","11922.0029056673","11246.7143547828","",
"Haiti","HTI","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.44640120728","942.228898052801","924.21890395254","915.617045136267","871.829436968593","829.474069953398","783.773389805545","926.794903840899","1051.38114935835","1085.75236838284","1082.62358601248","897.319199310509","1397.10858635543","1340.77616997587","1300.02925085167","1243.87710321655","1232.94933755253","1255.27910648795","1228.77929821854","1302.87331422093","1283.31291535995","1372.50387788345","1218.15153626295","1259.52636967947","1248.42743144111","1289.83471916879","1303.6775988834","1329.52613893268","1343.23255741527","1371.19674781478","1378.98783251134","1348.9817195497","1295.65339330399","",
"Hungary","HUN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5789.85159583245","6023.45157736137","5987.69105511991","5878.5872349294","6072.25355694912","6420.80366745746","6539.54758235295","6826.08853834799","7230.24689788554","7823.96066694789","8217.48876498395","8716.20119854657","8989.80618084027","9283.03654649991","9167.77394572383","9279.11750558498","8675.51293379319","8791.07530055138","8838.34720050963","8698.34490747224","9177.33382938242","9569.78589379681","9968.47717998974","10523.6488838675","10793.9086662409","11357.7396870161","12079.1130789473","11504.0731876016","",
"IBRD only","IBD","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1911.46763778911","1885.25718744895","1940.27034842124","1834.04026469312","1844.33588726655","1892.94642636547","1936.70084168817","2162.90116018598","2140.33423650076","2389.98829854228","2533.27571904725","2789.68955720415","3187.64364072517","3296.16550304001","3425.06909167249","3660.94459874662","3799.97377542434","3988.52220202011","4121.79744163448","4289.12681494133","4421.40128246633","4608.39583618203","4805.44356302718","4907.1147445317","5049.17499133373","4834.91430818537","",
"IDA & IBRD total","IBT","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2318.6515517966","2290.51146385838","2350.16163794617","2226.89173828955","2239.81385590681","2294.92573353946","2347.28903098972","2603.71969211089","2580.44134574008","2856.30196309937","3018.022860733","3310.79849209604","3745.22538662983","3849.15397761985","3990.71485761134","4243.01802172969","4381.95932618046","3292.6060999956","3384.53006468341","3513.81927191345","3611.55201752011","3732.74330223368","3873.84426478488","3955.90794724644","4058.68585278324","3887.87983470983","",
"IDA total","IDA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4248.71190067652","4389.89788246693","4550.49054052073","4587.38268175367","4596.28459350391","4738.11180457842","4863.82472965072","5072.74148550885","5312.8147927605","5488.37350465205","5604.24675951283","5844.81576457626","6279.20094981817","6423.34978006469","6265.12400027623","6502.68029088387","6641.66894714561","6599.08146325179","1091.65834233273","1078.29935509189","1118.49572173874","1140.95717316746","1091.01678092149","1098.46467560612","1164.69621529648","1194.55512561017","1194.85214794454","",
"IDA blend","IDB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","1047.43241757036","1008.07646549716","1055.47586889454","1007.57136004944","1041.13928363674","1093.34063517941","1115.09109891003","1006.32146536297","1008.24867498261","1048.42825989159","1095.95201538108","1095.67982693849","1083.51430197451","1118.50213843396","1132.98857359011","1201.81687176662","1287.85745042348","1342.95926993964","1354.8416439027","1416.10306575132","1545.57970294093","1569.16593721712","1485.46858087984","1553.80473271282","1578.78921784109","1537.94124361411","1652.66064318569","1663.1359147308","1717.67534503605","1700.95745951214","1590.25658647499","1572.55141337826","1575.00863427788","1546.22647169252","1567.80399437335","",
"Indonesia","IDN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","447.291956234295","472.324111969921","485.516211968908","521.355549649041","555.675516664864","563.118443545765","593.503264328077","639.772451753933","682.885602958898","694.523598538599","853.200019474853","962.462283475667","1007.98525544006","3222.48473017819","4635.4138410074","6390.00898681408","6019.34016488115","4976.4243232263","1920.86947185989","2167.06767838532","3367.55152679508","2634.1460814655","2935.81559456175","4050.43474238119","5166.41506614912","5350.80931019998","3121.92582353396","2727.04354685819","187.760701664612","-495.269158150987","-1365.80961383889","-1765.18915908891","512.177888397058","-1773.71322240455","-204.974192318417","-675.955994673183","-321.254283279578","1750.83714709926","1706.96100700635","2084.63779840016","2110.84903607633","2192.06765131773","2279.68500265467","2375.70859815453","2436.89725783547","2560.1504047919","2725.01668294649","2857.70640627734","2988.27228209779","3096.46145948966","2935.27469717525","",
"IDA only","IDX","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8710.98048251019","8933.49475923692","9182.06075511292","9372.6377071023","809.135083568894","782.745264482382","815.322306576989","857.887983792834","839.18788940088","860.099269946929","961.451141252994","1022.41828156396","1011.50418539663","",
"Isle of Man","IMN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","315.232316347562","312.507030869248","304.655529039915","320.138051765972","289.844878228513","303.474137704054","318.637297098918","331.409328116707","346.165878731433","323.876539867557","354.422207823265","337.397129754592","335.001921372288","365.061922994094","363.385082822906","364.427590407805","372.540778266485","388.594098714105","411.910488324997","430.252650954971","454.355181944163","441.200300268071","449.9711174215","483.891475540068","501.640831668271","515.509612864586","568.486682668645","576.029297795708","606.614095037609","610.761184765058","633.207864879508","628.75263752232","648.852446669218","699.791551977401","759.721189665563","810.635304632067","859.720549985311","916.901235269973","918.876334336297","1004.52890928576","1090.56535509041","1125.90850931894","1180.10598248633","1233.54177693953","1305.04107808551","1405.18004717729","1494.45962305202","1602.56607745032","1679.11134658076","1734.01341265569","1593.68249889083","",
"Not classified","INX","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","11751.0110090341","12125.9852593426","13119.8021460984","13760.8652640158","12785.225979924","13254.9382845374","13354.1551703604","13857.9187047742","14384.5880200399","14271.4935710163","13907.1319755393","14126.2559762187","14172.4578896379","14100.8310589129","14253.1794549851","14490.0115392539","14902.1566985276","15348.1883696519","15888.6546088937","16760.9798733433","17867.7694843932","17834.2583347255","17920.916479242","18692.9362231563","19544.2412917495","20972.3279263657","22371.8502388345","24267.4072909452","26264.2109379884","27594.8045237386","29868.2626059998","30648.4134414829","30985.2173989505","32310.974898259","32386.0742367161","33490.7099864468","34000.9339783473","34384.5668918683","32296.7700867427","29205.8791201986","29506.3688873764","29076.8526110808","28734.3063384733","30500.5497731044","32593.2099546689","34241.0617536485","36070.0644656427","36638.4856659008","37943.6051307877","39499.2456101647","37119.7405019639","",
"Iran, Islamic Rep.","IRN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2884.00494754222","2805.46407804959","2706.64218170998","2910.46183007295","2962.98535103925","2934.85854818563","3133.94507152054","3124.99165606623","3491.55085607261","4039.71564849689","4224.9370782827","4440.66913929345","4789.80600229712","5006.21373479189","5761.43625086819","5490.32662581513","5570.92933392531","6019.67230122213","5591.15995508578","4971.65605775723","4789.70549421788","4677.22239366734","3904.84619823665","4464.11569859816","4389.28871962605","3717.55000798807","","","",
"Iraq","IRQ","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3305.15387173023","4206.45012641635","3519.41709060837","3934.76078550082","4444.26487837682","4878.37966297208","4948.06216568833","4646.25417031365","3707.94452274045","3557.06710510738","3704.41975603133","3892.14786923806","4268.54010392366","2912.92759250196","",
"Iceland","ISL","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32581.5082382038","33585.2646696056","38323.9772301807","39313.5017268732","42259.2687755997","44855.1198049287","46036.0435963399","44951.7608157554","47916.9042558617","42510.8515692541","",
"Israel","ISR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20837.4203463388","21636.7705105425","22051.3512086708","22570.5479845585","22440.4505496957","23129.4639990283","22950.3945130949","22459.2317565067","21926.1486227627","22691.5221805025","23430.7492687995","24727.4940499912","25632.231816101","25436.3177518945","25600.788860934","26690.3387833524","27579.5264149922","27647.7003469717","28854.1192777446","30033.2188236088","30811.0881731722","31803.1216429394","32697.5797683394","33186.5774354375","34182.213620369","32428.4112441849","",
"Italy","ITA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","14325.5625839868","14640.0732349095","15151.6971148461","15643.9182549636","15660.6884446287","15227.6082190688","16070.817552393","16511.5649550979","17117.5003519394","18142.5354488371","18308.4554826822","18009.3957482519","18209.4185974666","18586.9606790455","19114.557566744","19628.8736630322","20727.9684833026","21560.5473075681","22445.1983081417","23099.4468992317","23641.6670788887","24047.6789774309","24081.6557441084","23681.1465552334","23992.1827535726","24781.1160414356","25302.2687510064","26000.9463068726","26395.2856890881","26981.4130639498","27465.071299022","28000.8055942094","28102.5530735211","28053.9343522783","28184.3573917896","28116.8823071773","28413.7103666876","28522.2439028864","27361.6952360458","26109.9718826985","26185.50105093","26080.4532178828","24900.3872509708","24337.9134352534","24327.3464166094","24452.2603126049","25482.6906908025","25977.3745253491","26372.2522650696","26880.0317035909","24324.1833927395","",
"Jamaica","JAM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4778.71001716506","4548.11979507323","4319.46078200738","4319.46508754247","4309.25573179194","4372.28082195968","4289.69088316487","4275.03515773416","4365.2352937921","4422.8496555543","4521.58788080331","4573.89858007579","4625.65205042896","4119.79720728333","",
"Jordan","JOR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","2596.85584061175","2565.75074576756","2918.06088854851","3292.61207946591","3538.38049758542","4189.37928749088","4153.82338092301","3992.02311171184","3780.4081977931","3416.48979431231","3956.80757392924","3933.21925413488","3534.35897336848","2683.28216499515","2458.00054852602","2239.38628897177","2510.97005603175","2504.55779358308","2590.72547613304","2612.59253813563","2492.62396338972","2545.07758010638","2655.84094853822","2681.62570603108","2789.30157800273","2931.0069088588","3028.60552188817","3146.73452663242","3313.39834487741","3399.48215633424","3628.38567304801","3751.11608532473","4092.58699218703","4138.12578879496","4102.23770692108","4002.67038001878","3883.42858186112","3872.94032633445","3827.21865807356","3828.81567975561","3811.33371421428","3855.0085617431","3825.31497556426","3913.00152185259","3807.73913022715","",
"Japan","JPN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","12232.7903180823","12692.0388670188","13490.9728393932","14269.2096629111","13631.2862075135","14062.8376472021","14578.6243022712","15155.7319358575","16092.0978673057","16359.2423538069","16283.3795457538","16686.0239878826","17142.9144867693","17458.4893913745","18074.9049055003","19246.825473601","19900.4160341377","20576.8743447914","21979.7136890474","22968.3621053751","24027.5174112475","24473.468964381","24345.2226092199","24117.3878492038","23983.2175636463","24761.0997392857","25336.2495736326","25313.4364688964","24808.5109915536","24567.5206049341","25193.9365984332","25258.5410431953","25045.6806072805","25446.9277518724","26068.6570010498","26381.6662486476","26500.7768928022","26788.0044295619","25528.8765465369","24129.548539016","25359.399026166","25133.4689375332","25619.1612970505","26360.9500824698","26475.2801254322","27544.2225560598","27793.6358120111","28298.8670197593","28112.4929638026","28166.5874367455","27155.1192404864","",
"Kazakhstan","KAZ","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2190.74758623292","2053.53182880075","2497.48685712913","2642.17811431441","3011.72891810127","3218.96331222352","3421.63199783062","3986.43508048943","5114.37594531682","5270.26146525582","5320.93257830344","5743.18032039506","6500.84593706118","6905.78672904978","7553.96392765841","7901.58814041129","8088.78579629735","7797.26377822694","7966.744294781","7855.55678767089","8370.57977647034","8127.14782685619","",
"Kenya","KEN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","874.692714046328","949.984573012593","878.517894753251","885.28734260248","818.444453279131","815.882735198852","915.206381498684","907.76864454493","931.442751622796","899.370441842043","853.912123254525","777.403090969449","788.706583320346","802.294266015785","772.377253190046","831.569193236962","831.570455214354","847.222010797327","817.006531621031","815.475016474867","825.514096865527","797.270208741347","787.273771626205","834.541402152305","824.215181781886","854.690048056759","862.00763218444","873.071897498844","872.592650757959","849.93998159152","842.828332574226","826.111651192473","808.073204289494","832.304302649083","876.56048063445","974.853988979666","994.112283064113","988.202837338906","918.380743370215","950.30031026287","960.542735180376","1004.31526650599","1017.60382364111","1019.87195572883","1090.26338612123","1255.3599163984","1236.95060444047","1294.08953512961","1320.79468758597","1298.97443172456","",
"Kyrgyz Republic","KGZ","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","582.194307813956","525.566347835699","564.559093364195","610.023452629543","669.021088458842","646.322794310756","719.476644251677","748.067474398985","741.90417054658","799.094366772181","879.34300326822","853.551935066286","853.92168014272","742.722014244091","774.066871028366","859.519877519418","822.101592675395","850.446077983981","848.931491211872","944.14452941983","968.634051499812","1061.55570372945","1071.64932215368","829.902133341627","",
"Cambodia","KHM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332.072630931653","337.876037741454","355.474438531604","352.660450660598","383.140699007492","396.653061149008","417.392171400815","432.591463840204","464.582223481349","503.102679942344","564.492317764824","619.31921654222","677.565313538952","761.904411833606","753.077593310908","765.607664532013","823.169256481154","875.324529712475","935.675394717968","943.19094891262","984.445059364679","1043.04853964711","1101.47627970464","1198.24213847822","1296.46904752639","1245.26879592816","",
"Kiribati","KIR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1867.4106098702","1671.17139952713","1739.20776639185","1665.18396433276","1892.6487038263","2120.45667321632","2469.97233048553","3041.63999747582","2703.27632990928","2902.04807906708","2930.97615838921","","","",
"St. Kitts and Nevis","KNA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","2337.66595753143","2481.42632832938","2715.38794437058","2774.85789064563","2880.21970620434","3307.73514010503","3637.83723893561","4024.53092653205","4204.63614145033","3913.19705393018","4068.76392750947","4348.98163866187","4855.6061144592","5279.21869462259","5553.85456960854","6219.99533000259","7051.42116090957","7818.64514099226","8392.92852119419","9063.23558432999","9933.18668902606","10475.9616530968","11088.7142487375","12004.988560377","12993.0221297574","13617.9428300398","13963.5759634943","12653.4466692051","13845.3338415604","14662.1004623381","15124.6569559324","16454.992546762","16724.1296264207","17416.1514124608","17693.870229927","18308.6670569656","19363.001888364","19061.7667842499","19164.0181103903","20718.8719711279","20690.9935784771","21038.9696038907","21751.9607090819","22255.0262339286","23424.5073311553","24408.1363597912","25115.373896702","25285.7705130842","25085.5742614446","24505.1501157503","",
"Kuwait","KWT","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38525.9060387597","42836.1924912414","45110.6671898985","43048.8754840319","38834.6264178999","27583.7759425673","25445.5061019406","27798.5574533396","29849.3551829955","28925.7030326534","","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","3749.47649416332","3965.78581288491","4158.89935058859","4463.43320004871","4582.39884116965","4633.61843282876","4790.52102075865","4900.14573978448","4919.36136522598","5055.64235075959","5298.05857470634","5195.10487610561","4930.91095276458","4590.75522185704","4710.81803571275","5158.68731980137","5226.59032369983","5305.42800018312","5133.52362287362","4877.36912426039","4587.52768655861","4747.96978925279","4841.59562801519","4940.96727429638","5167.91123724038","5002.85823665114","5124.58731791758","5338.50098955355","5352.50577860968","5214.85205155469","5319.1951639297","5264.30574542835","5210.57643449906","5202.30062451214","5371.18825208678","5468.3310090667","5820.42040125349","6122.44483691104","6247.51032219733","6138.40313577526","6498.57494019084","6716.38387927676","6786.08991712542","6930.65775016209","6944.58751633861","6920.73389395828","6816.75135087801","6910.24429180182","6850.47407946549","6844.12837279001","6265.9321281994","",
"Lao PDR","LAO","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","555.643659919263","641.709457460047","694.028919460159","690.540097057813","774.667380378483","863.879309281153","931.372115486894","975.37622195772","989.997872692184","1095.04893672239","1082.99520205576","1238.63411537389","1331.85815450791","1439.50760976079","1581.25907797233","1655.5014270541","1852.4597219547","","","","","",
"Lebanon","LBN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2376.09489579384","3060.9984957329","3955.32653301383","4342.03948330288","4721.66250062027","4954.10892755057","5362.73531207027","5176.18134624789","5612.3402306211","5719.00595687445","5691.5054237539","5480.79980806981","5420.20974045299","4459.66327490973","5294.84782078544","5258.69205787285","5169.03656350293","5716.79526345978","6030.83339948832","7011.29109851574","7053.11522914932","6279.02988708579","6229.73986532983","6110.08078044561","5993.12822516592","6204.19089804018","6400.48306012813","6432.31185533635","6212.01882903176","5788.09580159798","4609.64977764185","",
"Liberia","LBR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389.962141920729","","","","","","",
"Libya","LBY","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4032.21094633093","","","","","","",
"St. Lucia","LCA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7307.5012141952","","","","","","",
