"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cameroon","CMR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","681.289252945955","664.149623894725","609.015432272615","657.350533172107","711.697810095291","642.417188571645","638.075965769741","914.410358129632","896.964695204052","739.204964587236","949.999566304974","1200.65067999467","1162.83142108199","1184.35042649769","1231.84833251323","1486.66981729099","1308.00891009711","1120.49065612613","888.941882125309","816.514125317331","808.8607211858","672.500578786848","779.806951097346","751.710725341709","736.205606538414","725.295970274035","777.51007381774","815.024030567235","841.043773004433","829.456285662448","842.934526000787","851.698018817543","899.542484686457","953.892192386095","940.309756363763","954.282374692041","947.886762751145","926.443961612529","981.749806250339","965.049214897859","955.468871710124","975.363891046654","1033.64056556439","1081.95742606237","1113.81153776555","1145.099966646","1148.48075624322","1172.55445118827","1198.53286893066","1188.75259692739","",
"Congo, Dem. Rep.","COD","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.924759137865","163.522869382385","164.277363422228","176.849940881324","160.63999665378","173.815823555362","232.946830528613","190.859098864485","192.313991159972","179.184551796502","208.247520212523","219.859352020943","237.22806889341","239.685754050322","214.228495344521","224.240390712606","263.777297519521","280.351162833065","307.122585206089","332.157656555548","325.021251961364","334.450213426453","351.653119029231","364.177471088278","388.798707609852","458.555746683869","399.702192520302","",
"Congo, Rep.","COG","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","1021.42534661793","1111.13454722734","1125.20793895065","1247.36939207266","1179.22381885004","1183.59282406286","976.437209320666","853.213859979008","718.339679989408","717.518183969945","1030.77855063712","1576.41774628468","2288.86849449003","1985.54128722521","1809.85643984314","1484.23667059641","1139.67144317043","960.952020077625","658.438339979883","503.706827439338","525.964395441068","767.024680327794","783.529466229524","593.519104258172","650.551500634803","133.176013809309","102.011916762676","298.18255888153","426.625858341383","328.380716162208","153.128659106749","326.288515745755","429.419936873056","643.333972775421","367.857598275535","485.966167969077","585.446780746258","678.087683495388","755.44752172446","929.658820144829","1253.59482644895","891.126010147747","1422.7058464985","1788.04210003402","1942.06379878461","1631.352612069","1271.61504660577","885.887238980135","761.11329545854","546.774823796547","","",
"Colombia","COL","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","1862.87238477324","1935.97213031058","2056.25466431447","2196.05368370214","2191.31922551457","2194.36487961797","2358.60661465665","2513.68683270498","2673.52072083239","2675.79129973816","2754.92552563906","2690.04473396289","2658.56141620395","2579.01914892556","2587.41516934334","2554.62901912721","2763.33117089736","2671.20889332514","2773.20440944343","2717.16509454988","2700.77414722208","2797.16091583444","2872.80219063737","3016.17329462337","3329.67807001643","3412.85258304146","3357.13588300673","3417.953142372","3351.65889919249","3074.74535143417","3017.1509182923","3038.46996304177","3055.42676042521","3079.70352416424","3209.51732037405","3341.23573062113","3509.00531976959","3791.11288788198","3911.82229859127","4019.80226828931","4164.87875099696","4359.64493860737","4573.49176606795","4819.47260539339","5033.57429224771","5170.38197296347","5238.65051514046","5210.90035528964","5246.43099637523","5362.41249482991","4927.11078693257","",
"Comoros","COM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","1131.07585931997","1137.69339426367","1170.10655089544","1192.1837039549","1212.48538321778","1192.67419068257","1180.72020847384","1173.03798263505","1165.37411008863","1107.6732578966","1121.75339568715","1032.31377372611","1095.99267900379","1092.5925632794","998.527864031906","989.511927982721","948.652397046987","959.909219135069","944.566425145395","945.69025125622","1027.62740607192","1028.80801337107","1023.30087208391","1016.38235064951","1015.39004802545","1023.54761901112","1027.5825079546","1010.69069293112","1005.13752021682","1036.36201082046","1007.84913644354","1021.67858428876","1035.8500369993","1062.65875943842","1071.71734924877","1118.16421951674","1136.22332952456","1173.09637535955","1198.85521267861","1172.05909562632","1370.97177917404","",
"Cabo Verde","CPV","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2456.96256227873","2523.5542884927","2550.5439421291","2462.65471049353","2524.39749490735","2514.58567502723","2546.22292996127","2511.41735450389","2557.45702633685","2655.60322690022","2715.26893423216","2846.40107858127","2979.63846564123","2466.61750226301","",
"Costa Rica","CRI","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","4623.72883179069","4760.52668175112","4995.85309150068","4793.16359333634","4960.78381626327","5317.88890038949","6004.91455046589","6031.89204970847","5934.49313195975","5718.0796429898","4747.1389958933","4252.62947605505","4589.2608100776","5004.3238928204","5047.90306471132","5534.67454789387","5289.29340731961","5267.9561110059","5270.33702770362","5401.35802435115","5323.69148325951","5748.70695023979","6068.23339932038","6346.32023634545","6485.49201179526","6365.30591674041","6604.71175136888","6911.90834420956","6778.39705413085","6710.65268792161","6831.12228788607","6895.39438012593","7097.76593980223","7243.33228641057","7346.34094894503","7666.28191877046","8144.65801606542","8373.98320807538","8637.73612806007","8883.27565942223","9053.74967516244","9580.45122407583","9769.65744044519","10082.125101369","10542.9158144769","10968.9987494881","11131.1040783246","11202.8201538159","11291.8929372061","10754.9677216777","",
"Caribbean small states","CSS","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8575.94297649409","","","","","","",
"Cuba","CUB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","2546.81254659826","2716.85525526774","2798.13535193637","2844.66995057311","2826.38862087225","3036.77713312696","3164.10172306985","3404.62285415824","3600.21239251887","3606.4514492329","3403.62309495751","4027.54105444939","4355.192787514","4580.37703852715","4922.72050818401","5050.20136268418","4777.95895272214","4684.7958790716","4861.7201215857","4853.3778174317","4793.99365827771","4266.37783375723","3528.22879428348","3079.4691819731","3111.92047548281","3032.16524207067","3228.48243595294","3285.12931501499","3238.9420059985","3396.35081724394","3472.06340387692","3600.60331374281","3675.19315620228","3883.90085442399","4091.58093736246","4469.41917909648","5506.32102024307","5721.06707817386","5585.92359042137","5792.66012110946","6215.75808193687","5766.35698551325","6052.26294591934","6215.66960154311","6380.50437799488","6712.71496118643","6934.75279680906","7032.81632257046","7109.08398708117","","","",
"Curacao","CUW","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","6189.701171875","7539.54443359375","7999.5205078125","9112.5263671875","9518.8974609375","9190.203125","9769.951171875","10061.2509765625","11252.5703125","11669.3095703125","11582.90625","12542.8671875","13634.0712890625","14923.6826171875","15196.5400390625","14365.0693359375","15924.505859375","14488.0751953125","15139.369140625","15588.1787109375","15483.78125","15497.4140625","18123.109375","17215.435546875","17512.28515625","18679.01171875","19314.826171875","20255.88671875","20753.529296875","21274.755859375","21748.482421875","22304.669921875","23647.724609375","22879.533203125","22306.591796875","22730.19140625","20751.16796875","19083.591796875","18572.396484375","20102.3046875","20944.775390625","22348.03125","23096.400390625","23583.08203125","21472.486328125","",
"Czech Republic","CZE","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7742.40962391222","8097.24198632318","8392.64642835755","8875.57825888486","8784.30824168544","8991.07369175075","9048.77367231056","9215.36314462315","9607.00381214853","9938.15755211574","10349.3718280303","10751.3680195255","11451.5881184123","11834.1039652341","12425.4923876502","12452.8449184974","11697.839373582","11640.6652911973","11606.0755977852","11677.8471667769","11768.3286831854","12156.2983916451","12895.8125495031","13316.8569357688","14108.7383257631","14551.86969397","14842.4024087711","14294.0692288889","",
"Germany","DEU","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","15378.0813955084","15845.6465553539","16463.2552544974","17105.420760151","16966.0443953032","16929.3694094393","17789.3335878304","18401.3243900897","19229.2729077811","19707.1383846307","19503.9227807508","19121.102529724","19074.2542365671","19558.214137431","20187.2022421188","20753.9945484352","21790.0342458944","22210.2066271287","23116.5767325729","23712.337954484","24892.9107792886","25697.2241892681","26085.8585210524","25474.8499280632","25991.9205753926","26519.4067475245","26703.8647206274","26954.2366674389","27534.5654021958","27979.0459778223","28216.2229306863","28658.4000897544","28458.0283013746","28381.8026380162","29372.3364863805","29468.8822453214","30826.5075050949","31744.1996494506","31503.8705966546","30155.4592442875","31414.8088325568","33299.4994746557","33192.0823097939","33316.4464510611","33965.2084329583","34595.6328142932","35415.3892394106","36059.8133212537","36434.9198405206","36695.8830653804","34577.0886394927","",
"Djibouti","DJI","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849.82335403923","2103.48013634465","2282.28070520942","2315.82716829952","2322.11837740896","2616.85678523116","2887.86504454817","2868.49702279261","",
"Dominica","DMA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6139.79627678258","","","","","","",
"Denmark","DNK","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","21825.865122578","22157.2906955714","22986.8466013182","24484.7795446962","23037.284959194","23211.9405175441","24644.1329264521","25221.3761162363","26173.5076773512","26457.4506354899","25439.5695253881","24751.7513004607","25340.103166749","26156.541861636","27077.8614667528","28154.8089694966","30182.6580427244","30242.3902928099","29944.5367187236","29727.275200428","30354.5899916408","30308.4425146393","31245.6329770319","31297.4583172006","32908.070734541","33791.9120049077","34629.4164364056","35423.2044932115","36229.7160583599","37240.4004881321","37811.2358250852","38209.5937957078","38318.2580958566","38534.4730432121","40139.4802917374","41722.8596689792","43183.3888448034","42792.7673708866","42294.0397798405","40265.6579166145","41954.3613898697","42122.9558442358","42422.7736564655","43484.2497030769","44945.6981489074","45781.7855705735","46543.0640913421","47389.0423288766","48217.9218021155","49198.1430120112","48676.4209185467","",
"Dominican Republic","DOM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","1707.48885534827","1893.79950072272","2018.01009158697","2067.51394606045","2249.28036990435","2149.14730541087","2187.16949210047","2151.0649638356","2136.30772219634","2197.55390858328","2195.35673496619","2190.59841823189","2169.49216875829","2004.82431909821","2180.75966817546","2384.86191686871","2487.54193219095","2619.72475980907","2649.54735408024","2409.97135940659","2515.71949632683","2765.76046347232","2874.95130478337","2970.03354239229","3067.95325700633","3223.18774328961","3529.37232296428","3798.28007730224","3907.67151445191","3949.41193939698","4058.10563516889","4117.97918780268","3770.07616265925","3785.27670525042","4175.23080599116","4464.84895247775","4684.04211754679","4840.24017868122","4974.10998490673","5275.570135337","5261.82549082033","5348.18414192027","5427.67995716075","5732.94293395887","6306.3654511546","6685.70476738287","6754.98004842515","7046.17378440996","7408.27402391312","6734.00529223653","",
"Algeria","DZA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","1642.4102941377","1667.28926852231","1799.92791958391","1701.73689207067","1868.11737339139","1843.00759697894","1878.56537153794","1924.17872592407","2076.95770186161","1852.36505600779","2352.75426856866","2725.03320500946","2729.62290663434","2860.2512836754","2828.33552673889","2859.59921408487","2505.53376278678","2175.1129942649","2026.11070816549","2017.97431017373","1977.75609689581","1940.601455001","1876.59717575397","1698.24965724228","1659.3226310898","1632.06367697722","1614.19028675028","1642.44546028376","1683.72029880847","1668.90510217563","1908.87512552154","2026.35613707773","2083.8333426934","2235.43366676745","2348.46689759177","2528.8530132943","2750.07665180648","2944.8169511585","3085.2843576093","2972.071851807","3379.95989979776","3372.97533193278","3585.06838839346","3530.42644359367","3466.21865240328","3304.97215818961","3443.70855000849","3538.18396821839","3527.87453264548","3580.88318774239","3213.95436535349","",
"East Asia & Pacific (excluding high income)","EAP","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2960.98289125591","2614.60601782371","2669.5885163971","2187.23898686104","2183.9683698038","2155.35700000727","2279.52366870112","3119.95607918815","2867.65094601595","3563.08998853602","3860.93630646148","4473.59312137328","5610.75634008822","5893.9558380468","6609.08140857814","7090.21984294525","7377.33423882451","4155.12868936891","4341.43049812247","4656.61601749458","4939.55377562745","5295.59301008554","5608.42772998885","5801.10762427031","6047.5649138352","5950.39176199238","",
"Early-demographic dividend","EAR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","3071.5753081568","2952.26218047407","3484.06765079835","3879.33135145669","4331.79806646321","4154.69907905591","3926.21516165467","3050.55740120922","3100.26917646009","3477.80305141845","3358.10662535129","3520.8056743573","3890.05955522644","4228.51197284901","4150.76424065731","3783.96478391647","3805.73774683451","3315.35253021532","3169.32545516955","3032.4420638278","2957.80921092999","3470.69037082826","3084.97172737764","3566.14158957444","3644.75601418611","3960.60921792781","4608.84121823887","4661.85927531765","4729.70005425523","5018.96299955804","5168.64747420498","2586.31730590685","2621.41300732727","2679.58287399296","2736.79995821426","2808.43435476719","2914.01183084378","2958.30060349642","3029.60379688337","2809.93376892457","",
"East Asia & Pacific","EAS","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5989.81138986665","5782.67688988086","5813.68308740516","5287.40310081138","5285.78774468225","5350.22604584794","5462.78142680164","6157.21604947775","6000.00664954758","6640.21276165758","6904.51902969313","7418.87013181021","8400.16994164024","8456.3589877728","8868.12826386184","9440.48141907036","9631.22741804346","6460.50693431472","6701.68115400556","7023.71363428277","7393.76843770852","7779.74003865724","8131.26182206585","8304.40465698514","8540.25870643608","8349.77242400544","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6115.32091649687","","","","","","",
"Europe & Central Asia","ECS","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","8821.75424624642","9045.6726665602","9380.64468192753","9795.98045656339","9654.02402365206","9562.11270243693","9869.95800328954","10019.2434688289","10346.090297355","10571.1350388475","10479.9568305002","10283.7356933043","10328.0550384733","10481.7890853276","10685.6152657384","10897.1685666754","11387.7203022574","11684.1151574524","12141.2163287867","12445.8929665403","12780.155296234","12930.1086940332","13086.1644922489","12796.6848049693","13015.2557397751","13309.4933995752","13655.9148519004","14131.8830345947","14594.4662306938","15078.5345137677","15583.0799584888","15903.9328073268","16077.1567620447","16353.4427444834","16910.018524043","17307.7221806697","17889.9121581932","18425.5911656043","18222.9465833832","17318.7612936446","17809.5037615303","18087.5222844361","18005.7945359577","18055.5096800425","18290.5066043728","18597.3543540393","18857.8210250491","19266.9353200545","19583.3862073086","19868.4364824565","18483.7786999129","",
"Ecuador","ECU","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","2903.87047818041","2979.60777841128","2881.61451139312","2901.12218087443","3293.89260138231","3659.52596141076","3804.64398379466","3947.97572717007","3913.57081152338","3800.0522593722","3901.405928424","4068.57573711732","3910.4165806791","3587.33871923137","3554.09888901883","3685.84780420164","3558.91227415591","3433.96092771068","3100.51892187524","2978.4246562266","3180.83571372095","3492.79629800535","3562.74724110549","3255.51506756768","3360.94522110483","3306.22574990695","3247.81362585204","3446.0028805687","3479.17669813154","2974.30477482143","2790.99643043276","3052.59160794474","3273.76020467264","3348.39661274173","3340.2870241255","3440.0415356929","3582.71443537597","3727.15570907629","4039.55077863902","4174.03973956056","4257.95529318314","4535.81357173331","4766.6744814257","5013.87417885001","5116.68360880978","4955.58172817678","4755.99781665538","4806.55921729668","4671.31873112625","4554.13166959053","4039.16657200521","",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","1518.01422411743","1516.08319717222","1533.94675153457","1534.95026950317","1374.03188552612","1299.10078291744","1437.87979751655","1414.69199867251","1286.67618179048","1001.32661715555","1038.76516052298","1067.7331660723","1220.07531697693","1275.92334252778","1325.24381043689","1357.27855769696","1543.90494159844","1598.96572404314","1558.43920925728","1554.56959716531","1540.43656792077","1737.39279929974","1847.95781111848","1869.04787586804","1919.03461816247","1947.23716144048","1980.45247854756","2078.55951415874","2135.93175883317","2182.43761345425","2250.8530438518","2408.98672172221","2383.02755776447","2375.16727331343","2356.66371516101","2360.66835906515","2514.53960883911","2650.47774767009","2680.49890507685","2803.55661079989","2864.08758923227","2876.22258862143","2959.45393883735","2993.6544169406","3032.89902389699","3221.46028232086","3291.17383982903","3175.90083956494","3240.24096242458","3338.24508640698","3472.28890469716","",
"Euro area","EMU","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","13706.9897761743","14154.1381713942","14760.7664950568","15472.7356829175","15459.3260863309","15249.9579280611","15885.1659601394","16276.3144732091","16843.928462323","17316.4766447633","17231.2390883336","16925.2760153752","17015.9530347026","17278.495043475","17657.3940893005","18068.3693632419","18966.6005192319","19514.7849358617","20377.4088580629","21031.1256855286","21732.5250849129","22122.3934980584","22379.6353986674","22080.8110654278","22510.8384337151","23144.5407531291","23517.0438612427","24114.4548650143","24834.0004927207","25543.2360501358","26023.0131318092","26463.0627581204","26495.3699803124","26584.0784394229","27174.903814636","27335.7677659108","28067.9753384482","28686.0719648473","28147.8824375086","26994.5735323674","27436.3330789647","27810.3451268724","27415.6452777214","27381.9198732169","27687.4075494287","28290.5217847389","28999.9547632372","29603.0838354678","30037.455863346","30490.4428999592","27960.4906671295","",
"Eritrea","ERI","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","9454.81266563869","9868.6689521818","10691.0808505971","11433.4778628839","11589.2550824278","11541.4381201913","11749.9741983498","12035.9867476617","12299.0852813207","12146.4474532297","11952.1479969906","11476.8444275662","11503.2622736586","11496.6860447832","11798.9376370413","12144.8739488967","12929.6651460878","13725.0285677997","14402.4471653977","15205.5229755828","15941.6929387354","16450.2369665741","16586.2142131018","16311.805485394","16261.7744599941","16989.3912275088","17368.6878646593","17937.0657043717","18804.4140041236","19567.2927992762","20235.7319744188","20884.8326837678","21254.754204442","21684.9848884362","21937.9212597779","22270.4729186534","22663.7824415974","22931.6329460221","22371.8184977292","21781.0550024895","21608.1500202841","20931.2886442784","20388.1751509377","20435.805146285","20580.769771605","21573.9826553792","22563.775583725","22992.8490229589","23414.3841681627","23855.8285971843","20823.2930916954","",
"Estonia","EST","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7104.16326171285","7613.37085138188","8239.42950778385","8945.73166391944","9662.91973784822","10924.96995449","12104.5236868471","13062.0150340787","12598.1150847785","10936.1926308593","10924.26039994","11992.7430854809","12640.8594806703","13217.1645372798","13839.6851526035","14200.9279257295","14875.6774697237","15589.6427472549","16401.3746550406","16998.7944130929","16762.816416243","",
"Ethiopia","ETH","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349.685917197499","374.666586443094","408.457389310465","454.675508834649","491.097114424626","548.963827391396","590.650375174243","687.401027441608","846.31951310015","1005.65813995926","",
"European Union","EUU","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","11585.9553520767","11945.8013071858","12442.673598763","13037.6400338498","12997.894804518","12849.1304229376","13356.1763122656","13635.6457651775","14089.3273252548","14468.6975880641","14388.9374109606","14139.2467000954","14210.8841979652","14419.6800632428","14748.5295041815","15084.4573833761","15834.574308714","16282.2526341819","16961.7106490987","17486.4896362749","18050.9656290759","18349.0300232825","18559.7929709038","18316.8405417743","18737.9809817042","19316.3008114592","19663.3169568045","20165.2500175976","20804.3105218351","21408.5744854146","21875.4145783823","22301.5455825369","22432.9111871982","22606.7720746206","23192.9727144904","23475.5583313306","24204.0645455169","24837.3825127498","24544.4133960413","23566.3040892989","23997.4197624018","24338.2604082493","24064.8456875657","24117.3591320276","24475.9803245729","25090.9737718656","25745.4367390434","26368.721530822","26826.9636006117","27358.0628659047","25325.293637023","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12899.5647483083","12927.8032287459","12694.8328931173","13259.2335841402","13258.1563370238","1659.98369121989","1597.27635106601","1622.34099136486","1545.83075143168","1466.596053558","1455.03523954356","1550.61335754266","1575.54208646063","1499.73053387626","",
"Finland","FIN","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","15992.472638804","16113.2533484189","17201.2459824735","18224.0744239054","18223.8983482652","17944.386803666","18295.1056866561","17924.19751238","18550.3258947096","19967.5255650105","20344.8290219446","20575.5308518648","21086.711260738","21466.5757701505","22374.7604673225","22937.2548335656","23865.0843058181","24571.9841426457","26159.8223327668","26611.7914913573","26047.4374115451","23241.8380442492","21911.3453613353","21492.5712058277","22950.5770591609","25457.7489429269","26261.0112986174","28411.6813308592","30104.8064750788","31606.9297436193","32818.5406669898","33805.5686114334","34092.8031514104","33978.4513786385","35646.4410030835","35833.8173523009","36867.729317713","38341.3204150118","37604.1533075359","34449.7904529381","35445.7201623859","35640.7972273338","34784.7311997002","34272.1963550008","34469.3234348609","35148.9935908748","35843.0652549752","36624.5965322843","37331.052700783","37576.9535218532","36563.8639876346","",
"Fiji","FJI","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4328.64550235313","","","","","","",
"France","FRA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","15615.2280647871","16327.8502732914","16865.095907421","17785.2020449343","17762.5862431139","17618.0051467905","18165.5761563156","18591.2536817037","19395.4768358454","19956.0780569009","19781.92185167","19582.6933802471","19850.408281372","19997.2076860428","20044.487756806","20409.976385296","21391.6042059919","21881.8292641298","22999.4203382222","23618.208430873","24098.8907515842","24063.1545610706","24567.7392293727","24324.1622222245","24784.4873920839","25274.432199351","25550.7757001975","26209.491969773","27192.0012866915","28197.5486890307","28599.6088417451","29081.3483953915","28932.2052012912","28951.1787561742","29655.2043805399","29750.3539840581","30120.9526152135","30782.1571630322","30370.168850844","29359.9164834278","29785.846980731","30223.2371120493","29903.0772425754","30006.4971597324","30219.096224541","30879.840125676","31138.2583814144","31676.9530844002","31981.8305544847","32535.048151011","29146.9103814321","",
"Faroe Islands","FRO","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3250.18827030105","","","","","","",
"Gabon","GAB","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","2507.97878058215","2728.40024229631","2569.53410052954","3141.36626863506","3506.01885811139","4284.94757616729","6864.7501831219","5335.28098199312","3453.67603236033","1892.53726532061","5144.5289903711","7385.07017069576","7145.87121737192","6701.25267311111","5951.31702993999","5016.01884964954","4101.32931122208","2858.18503467439","3802.01568748743","3329.11195244618","2856.86214427435","3534.82107467476","2914.857832668","2451.15535180267","2909.91293004983","2721.13525075322","2855.11694748645","3186.04098386156","3387.55190456378","2996.35455933297","2940.81220585245","3279.62531460079","3534.8421389806","3292.4772468009","2925.24155671646","3324.12520000385","3081.14470104794","3133.78736475164","3163.94905112816","3364.94916790095","3642.9686414059","3949.88787259919","4404.3577655587","4489.31007640431","4817.56618548109","4938.1575096653","4811.05833655491","4660.23909484233","5822.47075176033","5906.45272212944","5272.63824392644","",
"United Kingdom","GBR","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","16437.3837350618","16614.7722157142","17110.0765132523","17799.1348668123","16779.7234831439","16987.5719739712","17238.6342195592","17310.5527610639","18180.3997343618","18408.4626773067","18119.7972901707","17871.1298127288","18248.5381572266","18959.1672034011","19347.6018843403","19799.7793234529","20808.4252003666","21657.5606949256","22813.3544028143","23180.8057669992","23450.212586995","23282.3621685929","23815.611644646","24722.2486497468","26098.9269179399","26261.896930986","27236.7314577576","29323.8770414929","31066.1191745573","31576.9374114505","32654.8810560523","33448.6523734308","34390.6044308977","35334.3719100424","36182.8140396973","37018.4611078368","37000.4873599328","37184.0071179174","36012.0356867903","34401.0179306655","35319.7938793367","35415.862496904","35270.209900089","35700.705888634","36737.0578499119","37640.3918661186","38020.4434763384","38820.1261072722","39102.7990255095","","","",
"Georgia","GEO","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2506.03112218463","2690.26259266263","2926.14180969286","3056.85976634091","3276.71311301865","3333.98116005364","3290.11784601185","3567.29685263551","3836.32122246108","4031.96578917135","3734.7339747208","",
"Ghana","GHA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1076.74719550216","1124.32172579199","1203.66447832626","1141.62061700401","1154.85033216796","1225.43593034162","1314.8082729783","1475.54778608316","1371.88088629744","1380.64992380572","1429.62187802839","1450.47992400727","1544.81601031602","1646.57427042911","1682.32799900375","",
